customer_id,segment,uplift_score,predicted_clv,priority_score,allocated_budget,expected_gain,expected_roi
C019867,Sure Things,0.000544,861282.3152917022,0.384204,5000,468.54,-0.9063
C016250,Sure Things,0.00089,859444.2148867794,0.384191,5000,764.91,-0.847
C015059,Sure Things,0.046141,648297.5120167601,0.384185,5000,29913.1,4.9826
C006426,Sure Things,0.003954,844780.2386530311,0.384171,5000,3340.26,-0.3319
C010373,Sure Things,0.03467,701340.5911932992,0.38416,5000,24315.48,3.8631
C003941,Sure Things,0.000553,860117.2180988754,0.384142,5000,475.64,-0.9049
C007124,Sure Things,0.000632,859512.6617977296,0.384129,5000,543.21,-0.8914
C007892,Sure Things,0.005512,836751.8972938027,0.384129,5000,4612.18,-0.0776
C003826,Sure Things,0.0185,776048.2501014608,0.384121,5000,14356.89,1.8714
C019584,Sure Things,0.000655,858801.3259060669,0.384095,5000,562.51,-0.8875
C008915,Sure Things,0.000706,858406.7621268237,0.384087,5000,606.04,-0.8788
C009689,Sure Things,0.000611,858788.1581655012,0.384083,5000,524.72,-0.8951
C011285,Sure Things,0.000756,858040.7203037655,0.384079,5000,648.68,-0.8703
C000917,Sure Things,0.000891,856931.3247660821,0.384053,5000,763.53,-0.8473
C004652,Sure Things,0.000911,856105.1279957867,0.384013,5000,779.91,-0.844
C000195,Sure Things,0.003855,841990.2116538192,0.383991,5000,3245.87,-0.3508
C010309,Sure Things,0.000793,856192.153100853,0.383987,5000,678.96,-0.8642
C019993,Sure Things,0.005428,834563.4547812854,0.383986,5000,4530.01,-0.094
C005965,Sure Things,0.000852,855564.283704969,0.383968,5000,728.94,-0.8542
C002333,Sure Things,0.005263,834965.102699407,0.383966,5000,4394.42,-0.1211
C016696,Sure Things,0.000623,856453.8173400537,0.383958,5000,533.57,-0.8933
C002762,Sure Things,0.000747,855696.4624757045,0.383948,5000,639.21,-0.8722
C001652,Sure Things,0.000336,857568.729244062,0.383946,5000,288.14,-0.9424
C010233,Sure Things,0.001016,854341.5249120118,0.383942,5000,868.01,-0.8264
C004223,Sure Things,0.001333,852810.2469664302,0.38394,5000,1136.8,-0.7726
C002112,Sure Things,0.00087,854948.5395572046,0.383938,5000,743.81,-0.8512
C002188,Sure Things,0.003053,844301.1823277896,0.383913,5000,2577.65,-0.4845
C012814,Sure Things,0.000777,854799.548394719,0.383906,5000,664.18,-0.8672
C012342,Sure Things,0.00092,854054.3867391618,0.383902,5000,785.73,-0.8429
C011160,Sure Things,0.001128,852997.2313564441,0.383897,5000,962.18,-0.8076
C007586,Sure Things,0.003225,843193.2843114027,0.383896,5000,2719.3,-0.4561
C017053,Sure Things,0.000794,854518.9290618491,0.383895,5000,678.49,-0.8643
C014587,Sure Things,0.000791,854027.3857917668,0.383867,5000,675.54,-0.8649
C014081,Sure Things,0.000424,855617.5317758326,0.383861,5000,362.78,-0.9274
C015128,Sure Things,0.000767,853966.2732303295,0.383858,5000,654.99,-0.869
C010821,Sure Things,0.000623,854430.6677498892,0.383846,5000,532.31,-0.8935
C005978,Sure Things,0.000558,854617.3701461735,0.38384,5000,476.88,-0.9046
C019366,Sure Things,0.000581,854054.6971315973,0.383815,5000,496.21,-0.9008
C001002,Sure Things,0.000527,854209.7704654865,0.38381,5000,450.17,-0.91
C006303,Sure Things,0.00058,853771.8887663275,0.383799,5000,495.19,-0.901
C016602,Sure Things,0.003475,840259.3996330241,0.383798,5000,2919.9,-0.416
C017441,Sure Things,0.006868,824351.9611492165,0.383794,5000,5661.65,0.1323
C006530,Sure Things,0.000608,853505.1480226674,0.383792,5000,518.93,-0.8962
C008842,Sure Things,0.00054,853537.8397673751,0.383776,5000,460.91,-0.9078
C006709,Sure Things,0.027655,726964.9464038727,0.383769,5000,20104.22,3.0208
C011601,Sure Things,0.00047,853635.8405723933,0.383763,5000,401.21,-0.9198
C004547,Sure Things,0.049832,623393.1954293988,0.383761,5000,31064.93,5.213
C005925,Sure Things,0.00041,853822.5911935532,0.383758,5000,350.07,-0.93
C007024,Sure Things,0.001144,850241.6925486522,0.38375,5000,972.68,-0.8055
C007857,Sure Things,0.001322,849066.5766726387,0.383731,5000,1122.47,-0.7755
C014281,Sure Things,0.000587,852485.8748279838,0.38373,5000,500.41,-0.8999
C019587,Sure Things,0.000791,851468.7013280974,0.383726,5000,673.51,-0.8653
C000436,Sure Things,0.000787,851412.9637386771,0.383722,5000,670.06,-0.866
C006300,Sure Things,0.000615,851989.1124528777,0.38371,5000,523.97,-0.8952
C003946,Sure Things,0.000389,852620.0841145135,0.383687,5000,331.67,-0.9337
C010900,Sure Things,0.006482,823819.2967050808,0.383665,5000,5340.0,0.068
C004659,Sure Things,0.000488,851754.7627340488,0.383664,5000,415.66,-0.9169
C018980,Sure Things,0.127142,261094.55052838256,0.383663,5000,33196.08,5.6392
C004305,Sure Things,0.003981,835104.0934492926,0.383644,5000,3324.55,-0.3351
C011589,Sure Things,0.000744,850101.9525714774,0.383639,5000,632.48,-0.8735
C015122,Sure Things,0.000864,849264.8825041344,0.383624,5000,733.76,-0.8532
C018731,Sure Things,0.001134,847930.0952989701,0.38362,5000,961.55,-0.8077
C001783,Sure Things,0.001514,846017.174632174,0.383612,5000,1280.87,-0.7438
C006597,Sure Things,0.000689,849763.6389435072,0.383606,5000,585.49,-0.8829
C002122,Sure Things,0.000736,849214.6434111847,0.383588,5000,625.02,-0.875
C004564,Sure Things,0.003514,836187.1840682466,0.383584,5000,2938.36,-0.4123
C011978,Sure Things,0.001351,846172.4523254606,0.383579,5000,1143.18,-0.7714
C009632,Sure Things,0.001094,847346.9536409727,0.383577,5000,927.0,-0.8146
C008779,Sure Things,0.000776,848633.8578890939,0.383566,5000,658.54,-0.8683
C004987,Sure Things,0.000859,847881.9250460732,0.383546,5000,728.33,-0.8543
C005114,Sure Things,0.000797,848172.281843787,0.383546,5000,675.99,-0.8648
C019027,Sure Things,0.00075,848365.7973439364,0.383545,5000,636.27,-0.8727
C006397,Sure Things,0.000687,848605.6871585203,0.383542,5000,582.99,-0.8834
C013344,Sure Things,0.000756,848214.7871629323,0.383538,5000,641.25,-0.8718
C017726,Sure Things,0.001015,846801.0112043215,0.383527,5000,859.5,-0.8281
C004196,Sure Things,0.005567,825546.1741812361,0.383525,5000,4595.82,-0.0808
C014003,Sure Things,0.001175,845862.1899280085,0.383516,5000,993.89,-0.8012
C008673,Sure Things,0.000611,848475.8394205323,0.383515,5000,518.42,-0.8963
C003111,Sure Things,0.000606,848279.4752364338,0.383503,5000,514.06,-0.8972
C010649,Sure Things,0.001624,843476.5270416738,0.3835,5000,1369.81,-0.726
C010289,Sure Things,0.000904,846588.6233863008,0.383487,5000,765.32,-0.8469
C010169,Sure Things,0.000957,846236.1809830449,0.383481,5000,809.85,-0.838
C013149,Sure Things,0.021319,751209.8673357456,0.383477,5000,16015.04,2.203
C003723,Sure Things,0.15925,107915.21420876552,0.383474,5000,17185.5,2.4371
C004005,Sure Things,0.000607,847549.2480256272,0.383463,5000,514.46,-0.8971
C012659,Sure Things,0.000906,846141.3040559946,0.383462,5000,766.6,-0.8467
C007425,Sure Things,0.001251,844509.2816455801,0.383461,5000,1056.48,-0.7887
C005311,Sure Things,0.000573,847502.4402086353,0.383452,5000,485.62,-0.9029
C004957,Sure Things,0.001054,845153.29618905,0.383446,5000,890.79,-0.8218
C019618,Sure Things,0.000488,847753.0611576823,0.383444,5000,413.7,-0.9173
C008622,Sure Things,0.000814,846217.277797476,0.383443,5000,688.82,-0.8622
C007854,Sure Things,0.00071,846604.4578132865,0.383438,5000,601.09,-0.8798
C010300,Sure Things,0.001642,842175.4208212574,0.383433,5000,1382.85,-0.7234
C004768,Sure Things,0.000855,845799.1751470856,0.383431,5000,723.16,-0.8554
C009613,Sure Things,0.000754,845963.0181282763,0.383414,5000,637.86,-0.8724
C000242,Sure Things,0.03099,704886.2543709709,0.38341,5000,21844.43,3.3689
C016142,Sure Things,0.000771,845353.5027049095,0.383384,5000,651.77,-0.8696
C014770,Sure Things,0.000843,844916.791848761,0.383379,5000,712.26,-0.8575
C009570,Sure Things,0.000682,845631.6633653122,0.383377,5000,576.72,-0.8847
C017100,Sure Things,0.004845,825900.6914492478,0.383359,5000,4001.49,-0.1997
C013175,Sure Things,0.002009,838912.9964187361,0.383348,5000,1685.38,-0.6629
C011789,Sure Things,0.001043,843328.0965597556,0.383343,5000,879.59,-0.8241
C007036,Sure Things,0.000799,844443.7874324672,0.383341,5000,674.71,-0.8651
C016013,Sure Things,0.00089,843965.1597172711,0.383338,5000,751.13,-0.8498
C015601,Sure Things,0.004979,824720.8455108907,0.383329,5000,4106.29,-0.1787
C015783,Sure Things,0.012621,788995.3967554073,0.383324,5000,9957.91,0.9916
C010653,Sure Things,0.003082,833404.6449649376,0.38332,5000,2568.55,-0.4863
C013307,Sure Things,0.000589,844621.5992034391,0.383297,5000,497.48,-0.9005
C005149,Sure Things,0.000625,844232.7845300549,0.383285,5000,527.65,-0.8945
C012871,Sure Things,0.000821,843254.304383779,0.383282,5000,692.31,-0.8615
C012614,Sure Things,0.000756,843347.9955068757,0.38327,5000,637.57,-0.8725
C015443,Sure Things,0.000807,843061.0509257148,0.383267,5000,680.35,-0.8639
C019675,Sure Things,0.002173,836617.182063584,0.383263,5000,1817.97,-0.6364
C002324,Sure Things,0.008401,807457.3380119608,0.383257,5000,6783.45,0.3567
C019295,Sure Things,0.000949,842079.729240745,0.38325,5000,799.13,-0.8402
C009261,Sure Things,0.001333,840257.6155110254,0.383248,5000,1120.06,-0.776
C008538,Sure Things,0.000581,843605.3803833311,0.383239,5000,490.13,-0.902
C000556,Sure Things,0.001157,840894.9378322291,0.383238,5000,972.92,-0.8054
C013635,Sure Things,0.000992,841578.6150188637,0.383233,5000,834.85,-0.833
C016730,Sure Things,0.000873,841772.8539856004,0.383213,5000,734.87,-0.853
C010794,Sure Things,0.000882,841624.2065200608,0.383207,5000,742.31,-0.8515
C004876,Sure Things,0.000529,843144.524709852,0.383201,5000,446.02,-0.9108
C018191,Sure Things,0.000911,841018.3043354233,0.383182,5000,766.17,-0.8468
C018850,Sure Things,0.000799,841173.076887976,0.383161,5000,672.1,-0.8656
C008406,Sure Things,0.006354,815207.1146033638,0.383158,5000,5179.83,0.036
C003124,Sure Things,0.000446,842762.6942014116,0.383158,5000,375.87,-0.9248
C004708,Sure Things,0.000807,840920.8410284695,0.383149,5000,678.62,-0.8643
C012765,Sure Things,0.000777,841033.4367048183,0.383148,5000,653.48,-0.8693
C015953,Sure Things,0.000907,840378.3119863524,0.383145,5000,762.22,-0.8476
C014756,Sure Things,0.000655,841550.4382542584,0.383145,5000,551.22,-0.8898
C011854,Sure Things,0.00062,841708.257278853,0.383145,5000,521.86,-0.8956
C010664,Sure Things,0.000962,840104.1883588271,0.383144,5000,808.18,-0.8384
C004711,Sure Things,0.000962,840028.3028432722,0.38314,5000,808.11,-0.8384
C013981,Sure Things,0.000814,840576.203286438,0.383132,5000,684.23,-0.8632
C017167,Sure Things,0.000568,841183.7623972207,0.383103,5000,477.79,-0.9044
C017621,Sure Things,0.000414,841872.0009391289,0.383101,5000,348.54,-0.9303
C016106,Sure Things,0.001188,838180.3591391749,0.383096,5000,995.76,-0.8008
C010242,Sure Things,0.018196,758814.9455461805,0.383094,5000,13807.4,1.7615
C005473,Sure Things,0.000605,840740.5031497204,0.383088,5000,508.65,-0.8983
C011831,Sure Things,0.000979,838801.5285188153,0.383077,5000,821.19,-0.8358
C015970,Sure Things,0.000447,840967.4200930983,0.38306,5000,375.91,-0.9248
C019121,Sure Things,0.00076,839500.5293829209,0.383059,5000,638.02,-0.8724
C010668,Sure Things,0.007442,808338.9220599589,0.383059,5000,6015.66,0.2031
C004483,Sure Things,0.035584,676889.8462455701,0.383048,5000,24086.45,3.8173
C011188,Sure Things,0.023257,734319.3930374912,0.383044,5000,17078.07,2.4156
C002922,Sure Things,0.001215,836842.175313801,0.38303,5000,1016.76,-0.7966
C006444,Sure Things,0.00214,832516.1876411544,0.383029,5000,1781.58,-0.6437
C005634,Sure Things,0.00086,838491.4786402817,0.383029,5000,721.1,-0.8558
C019353,Sure Things,0.000504,840072.4650075723,0.383025,5000,423.4,-0.9153
C003526,Sure Things,0.000808,838551.9436915363,0.383019,5000,677.55,-0.8645
C005063,Sure Things,0.000545,839718.2036449449,0.383016,5000,457.65,-0.9085
C017775,Sure Things,0.00079,838549.758168655,0.383014,5000,662.45,-0.8675
C003033,Sure Things,0.001004,837487.9450873234,0.383011,5000,840.84,-0.8318
C006982,Sure Things,0.000586,839436.330942049,0.383011,5000,491.91,-0.9016
C005823,Sure Things,0.00082,838331.5452097794,0.38301,5000,687.43,-0.8625
C016138,Sure Things,0.031151,696814.5357489054,0.383006,5000,21706.47,3.3413
C016274,Sure Things,0.000958,837441.9723005604,0.382997,5000,802.27,-0.8395
C018776,Sure Things,0.001073,836837.376721938,0.382993,5000,897.93,-0.8204
C013185,Sure Things,0.000973,837259.974399054,0.38299,5000,814.65,-0.8371
C002637,Sure Things,0.002719,829026.6840887107,0.382985,5000,2254.12,-0.5492
C015829,Sure Things,0.002495,829722.5822281588,0.382966,5000,2070.16,-0.586
C007523,Sure Things,0.000781,837562.6758263881,0.382958,5000,654.14,-0.8692
C013876,Sure Things,0.000686,837920.6531815019,0.382953,5000,574.81,-0.885
C017603,Sure Things,0.004312,820686.9246684767,0.382935,5000,3538.8,-0.2922
C006016,Sure Things,0.000767,837180.4056368081,0.382933,5000,642.12,-0.8716
C019284,Sure Things,0.000764,837175.2126197091,0.382932,5000,639.6,-0.8721
C004423,Sure Things,0.000925,836286.2690213252,0.382924,5000,773.56,-0.8453
C004669,Sure Things,0.000687,836518.0453728329,0.382876,5000,574.69,-0.8851
C012711,Sure Things,0.000892,835458.4810623962,0.38287,5000,745.23,-0.851
C008524,Sure Things,0.000972,834949.5111462257,0.382863,5000,811.57,-0.8377
C014400,Sure Things,0.042121,642884.4154387384,0.382854,5000,27078.93,4.4158
C013640,Sure Things,0.001198,833687.0653112729,0.382851,5000,998.76,-0.8002
C000415,Sure Things,0.000611,836338.5314616978,0.382847,5000,511.0,-0.8978
C013134,Sure Things,0.001155,833748.3549974789,0.382844,5000,962.98,-0.8074
C001518,Sure Things,0.00106,834079.5134830732,0.382838,5000,884.12,-0.8232
C002068,Sure Things,0.000764,835469.9994622781,0.382838,5000,638.3,-0.8723
C019873,Sure Things,0.000636,835889.8278972001,0.382828,5000,531.63,-0.8937
C004213,Sure Things,0.000619,835735.3570329032,0.382815,5000,517.32,-0.8965
C003256,Sure Things,0.000788,834815.3413727125,0.382808,5000,657.83,-0.8684
C001588,Sure Things,0.000799,834563.0962780756,0.382797,5000,666.82,-0.8666
C011201,Sure Things,0.000619,835285.0563989503,0.382791,5000,517.04,-0.8966
C001230,Sure Things,0.000764,834370.0753044579,0.382778,5000,637.46,-0.8725
C004181,Sure Things,0.000874,833742.4649003738,0.382771,5000,728.69,-0.8543
C007176,Sure Things,0.000449,835575.1118032647,0.382763,5000,375.17,-0.925
C012237,Sure Things,0.000856,833576.536569804,0.382757,5000,713.54,-0.8573
C016244,Sure Things,0.000877,833455.8555750217,0.382756,5000,730.94,-0.8538
C005218,Sure Things,0.001449,830774.2612225168,0.382755,5000,1203.79,-0.7592
C000281,Sure Things,0.001055,832179.6590770587,0.382732,5000,877.95,-0.8244
C011626,Sure Things,0.000941,832623.9034911931,0.382727,5000,783.5,-0.8433
C010822,Sure Things,0.004984,813681.0372597512,0.382722,5000,4055.39,-0.1889
C009485,Sure Things,0.000656,833871.5316413553,0.382722,5000,547.02,-0.8906
C014596,Sure Things,0.000801,833073.6336781263,0.382716,5000,667.29,-0.8665
C018796,Sure Things,0.00396,818288.967773031,0.382713,5000,3240.42,-0.3519
C019363,Sure Things,0.000311,835196.1169583547,0.382707,5000,259.75,-0.948
C005014,Sure Things,0.000415,834468.3047752613,0.382693,5000,346.3,-0.9307
C007880,Sure Things,0.000646,833367.3218734877,0.382692,5000,538.36,-0.8923
C001184,Sure Things,0.001042,831491.7736581401,0.38269,5000,866.41,-0.8267
C011256,Sure Things,0.019578,744885.2114060937,0.382681,5000,14583.36,1.9167
C009841,Sure Things,0.000807,832393.7509607942,0.38268,5000,671.74,-0.8657
C013304,Sure Things,0.117502,287652.20013950753,0.38265,5000,33799.71,5.7599
C013971,Sure Things,0.000766,831625.4676319443,0.382627,5000,637.03,-0.8726
C013787,Sure Things,0.001116,829693.2808308488,0.38261,5000,925.94,-0.8148
C011409,Sure Things,0.004817,812383.8459866096,0.382608,5000,3913.25,-0.2174
C004045,Sure Things,0.000825,831009.7210054265,0.382608,5000,685.58,-0.8629
C017853,Sure Things,0.000911,830534.6460749041,0.382604,5000,756.62,-0.8487
C005378,Sure Things,0.000689,831511.6974307277,0.382601,5000,572.91,-0.8854
C009968,Sure Things,0.001167,829226.1020500439,0.382598,5000,967.71,-0.8065
C013469,Sure Things,0.000745,830973.9920540337,0.382586,5000,619.08,-0.8762
C018302,Sure Things,0.001355,828127.6430359657,0.382585,5000,1122.11,-0.7756
C017826,Sure Things,0.000385,832629.7654228922,0.382584,5000,320.56,-0.9359
C011141,Sure Things,0.000896,830240.3488383464,0.382584,5000,743.9,-0.8512
C003120,Sure Things,0.000719,830920.025713678,0.382576,5000,597.43,-0.8805
C006549,Sure Things,0.000841,830080.8925250656,0.382561,5000,698.1,-0.8604
C017461,Sure Things,0.044292,627318.3046572206,0.382554,5000,27785.18,4.557
C004862,Sure Things,0.000604,831008.4218219031,0.382551,5000,501.93,-0.8996
C008162,Sure Things,0.000836,829793.1901659528,0.382544,5000,693.71,-0.8613
C013871,Sure Things,0.126672,242894.38931273413,0.38254,5000,30767.92,5.1536
C012168,Sure Things,0.00088,829201.2678444294,0.382523,5000,729.7,-0.8541
C014579,Sure Things,0.000783,829524.7636374077,0.382515,5000,649.52,-0.8701
C007700,Sure Things,0.001073,828119.2227647181,0.382513,5000,888.57,-0.8223
C013852,Sure Things,0.000733,829636.0952314688,0.382509,5000,608.12,-0.8784
C001236,Sure Things,0.003086,818479.4832209606,0.382499,5000,2525.83,-0.4948
C001590,Sure Things,0.000397,830907.6199973751,0.382493,5000,329.87,-0.934
C015617,Sure Things,0.000932,828202.6276199232,0.382481,5000,771.88,-0.8456
C008684,Sure Things,0.003283,817105.9674696386,0.382474,5000,2682.56,-0.4635
C003571,Sure Things,0.000536,829904.5152780205,0.382473,5000,444.83,-0.911
C011758,Sure Things,0.000814,828584.7113273002,0.382472,5000,674.47,-0.8651
C007051,Sure Things,0.000691,829101.6631349423,0.382469,5000,572.91,-0.8854
C005226,Sure Things,0.000533,829807.4791780158,0.382467,5000,442.29,-0.9115
C008285,Sure Things,0.00073,828862.4073493012,0.382465,5000,605.07,-0.879
C006544,Sure Things,0.002539,820217.785492829,0.382454,5000,2082.53,-0.5835
C016900,Sure Things,0.000956,827583.7783547255,0.382453,5000,791.17,-0.8418
C003736,Sure Things,0.000782,828365.0594255436,0.382451,5000,647.78,-0.8704
C011704,Sure Things,0.003938,813453.7190775427,0.382441,5000,3203.38,-0.3593
C017502,Sure Things,0.002258,821265.1342538616,0.382439,5000,1854.42,-0.6291
C003314,Sure Things,0.000705,828353.259307649,0.382431,5000,583.99,-0.8832
C000967,Sure Things,0.000881,827458.0460134099,0.382427,5000,728.99,-0.8542
C006259,Sure Things,0.001097,826325.7422066076,0.38242,5000,906.48,-0.8187
C013538,Sure Things,0.003722,813844.7087102206,0.382407,5000,3029.13,-0.3942
C006596,Sure Things,0.018777,743568.3366273335,0.382403,5000,13961.98,1.7924
C004593,Sure Things,0.000805,827189.9743188224,0.382393,5000,665.89,-0.8668
C018185,Sure Things,0.000762,827379.8801013185,0.382392,5000,630.46,-0.8739
C016332,Sure Things,0.087194,424101.0278093416,0.382381,5000,36979.07,6.3958
C000128,Sure Things,0.000604,827869.7372349113,0.382378,5000,500.03,-0.9
C005168,Sure Things,0.000365,828867.6091715789,0.382372,5000,302.54,-0.9395
C002711,Sure Things,0.001723,822406.2836332432,0.382365,5000,1417.01,-0.7166
C005370,Sure Things,0.000464,828076.1619938796,0.382354,5000,384.23,-0.9232
C004229,Sure Things,0.003639,813212.6683854652,0.382351,5000,2959.28,-0.4081
C007049,Sure Things,0.001136,824812.4755599969,0.382347,5000,936.99,-0.8126
C019797,Sure Things,0.000808,826232.2027056206,0.382341,5000,667.6,-0.8665
C013147,Sure Things,0.000635,827017.1457382832,0.382339,5000,525.16,-0.895
C000028,Sure Things,0.000721,826100.1491896363,0.382311,5000,595.62,-0.8809
C002520,Sure Things,0.003686,812175.2587591996,0.382306,5000,2993.68,-0.4013
C008427,Sure Things,0.001391,822757.439267537,0.382299,5000,1144.46,-0.7711
C014731,Sure Things,0.000697,825890.5773339283,0.382293,5000,575.65,-0.8849
C009775,Sure Things,0.000792,825314.8335066271,0.382286,5000,653.65,-0.8693
C009780,Sure Things,0.000528,826475.4000354607,0.382282,5000,436.38,-0.9127
C017350,Sure Things,0.000782,825210.0009843536,0.382278,5000,645.31,-0.8709
C019175,Sure Things,0.005174,804599.2566811101,0.38227,5000,4163.0,-0.1674
C012654,Sure Things,0.001071,823646.6438161125,0.382266,5000,882.13,-0.8236
C014802,Sure Things,0.000735,825208.7571482715,0.382265,5000,606.53,-0.8787
C018960,Sure Things,0.000785,824938.5011310169,0.382263,5000,647.58,-0.8705
C010449,Sure Things,0.000801,824666.956122219,0.382253,5000,660.56,-0.8679
C015518,Sure Things,0.000782,824697.2575901194,0.382249,5000,644.91,-0.871
C014522,Sure Things,0.001436,821551.3673482221,0.382244,5000,1179.75,-0.764
C015060,Sure Things,0.008818,787013.7532188292,0.382238,5000,6939.89,0.388
C008325,Sure Things,0.000279,826785.8673089519,0.382235,5000,230.67,-0.9539
C005401,Sure Things,0.000492,825567.0771332426,0.382223,5000,406.18,-0.9188
C015384,Sure Things,0.000499,825445.9889281025,0.382218,5000,411.9,-0.9176
C019961,Sure Things,0.002471,816196.0096371911,0.382215,5000,2016.82,-0.5966
C017936,Sure Things,0.000638,824676.6503135487,0.382211,5000,526.14,-0.8948
C013877,Sure Things,0.008213,789131.7262478459,0.382199,5000,6481.14,0.2962
C012715,Sure Things,0.000573,824667.9064063767,0.382194,5000,472.53,-0.9055
C014463,Sure Things,0.000581,824416.7989645525,0.382182,5000,478.99,-0.9042
C010074,Sure Things,0.000704,823689.924596078,0.382174,5000,579.88,-0.884
C006463,Sure Things,0.000906,822709.427831998,0.382172,5000,745.37,-0.8509
C000797,Sure Things,0.000812,823102.3529430046,0.382169,5000,668.36,-0.8663
C012753,Sure Things,0.000458,824618.3656526108,0.382162,5000,377.68,-0.9245
C017782,Sure Things,0.031336,680561.8476674472,0.382158,5000,21326.09,3.2652
C002941,Sure Things,0.007891,789784.3978140007,0.382152,5000,6232.19,0.2464
C004517,Sure Things,0.000762,822923.3368459633,0.382146,5000,627.07,-0.8746
C019824,Sure Things,0.000734,822899.4144126294,0.382138,5000,604.01,-0.8792
C005499,Sure Things,0.00062,823320.9702925216,0.382132,5000,510.46,-0.8979
C019074,Sure Things,0.001037,821234.3700661369,0.382124,5000,851.62,-0.8297
C015664,Sure Things,0.000911,821723.9511831594,0.382119,5000,748.59,-0.8503
C012725,Sure Things,0.000401,823933.143841048,0.382109,5000,330.4,-0.9339
C004838,Sure Things,0.000691,822464.4585628518,0.382103,5000,568.32,-0.8863
C009001,Sure Things,0.000768,822069.4906613473,0.382101,5000,631.35,-0.8737
C019088,Sure Things,0.000588,822706.5359887211,0.38209,5000,483.75,-0.9032
C013704,Sure Things,0.000836,821263.555471833,0.382074,5000,686.58,-0.8627
C004382,Sure Things,0.000674,821935.8353694556,0.382069,5000,553.98,-0.8892
C012952,Sure Things,0.001017,820256.9688244619,0.382065,5000,834.2,-0.8332
C014529,Sure Things,0.005109,801082.988287111,0.38206,5000,4092.73,-0.1815
C007841,Sure Things,0.001124,819666.3291305675,0.38206,5000,921.3,-0.8157
C005774,Sure Things,0.000932,820326.963249408,0.382047,5000,764.54,-0.8471
C003099,Sure Things,0.001874,815866.746186816,0.382043,5000,1528.93,-0.6942
C000763,Sure Things,0.010596,775091.4413033276,0.382038,5000,8212.87,0.6426
C017133,Sure Things,0.001098,819357.1239339223,0.382036,5000,899.65,-0.8201
C007427,Sure Things,0.000751,820843.091914398,0.382029,5000,616.45,-0.8767
C006918,Sure Things,0.000886,820202.1802356581,0.382028,5000,726.7,-0.8547
C016105,Sure Things,0.000788,820354.6019041503,0.382012,5000,646.44,-0.8707
C004722,Sure Things,0.001076,818782.7147745136,0.381999,5000,881.01,-0.8238
C001768,Sure Things,0.000965,819266.5106641377,0.381997,5000,790.59,-0.8419
C015026,Sure Things,0.001003,819023.6272847748,0.381994,5000,821.48,-0.8357
C002750,Sure Things,0.000961,819132.0759334221,0.381989,5000,787.19,-0.8426
C003799,Sure Things,0.007228,789910.5911042598,0.381989,5000,5709.47,0.1419
C013579,Sure Things,0.000613,820333.4828340915,0.381965,5000,502.86,-0.8994
C002517,Sure Things,0.000544,820612.4230763303,0.381963,5000,446.41,-0.9107
C015020,Sure Things,0.09179,394912.1149185482,0.381953,5000,36248.98,6.2498
C003975,Sure Things,0.000441,820902.5926793228,0.381953,5000,362.02,-0.9276
C005284,Sure Things,0.001952,813734.4434091576,0.381946,5000,1588.41,-0.6823
C013120,Sure Things,0.000726,819438.67638526,0.381945,5000,594.91,-0.881
C006835,Sure Things,0.000783,819057.8275376773,0.381939,5000,641.32,-0.8717
C015897,Sure Things,0.000906,818435.374696988,0.381936,5000,741.5,-0.8517
C006271,Sure Things,0.000622,819623.8040928727,0.381929,5000,509.81,-0.898
C015967,Sure Things,0.000868,818413.3558647503,0.381925,5000,710.38,-0.8579
C003007,Sure Things,0.002917,808829.5393804469,0.381924,5000,2359.36,-0.5281
C005130,Sure Things,0.000638,819344.5052004103,0.381917,5000,522.74,-0.8955
C001276,Sure Things,0.000618,819436.9574490887,0.381917,5000,506.41,-0.8987
C009551,Sure Things,0.001714,814187.5774770977,0.38191,5000,1395.52,-0.7209
C012573,Sure Things,0.000417,820222.8586605393,0.381909,5000,342.03,-0.9316
C015483,Sure Things,0.00082,817946.0024736258,0.381887,5000,670.72,-0.8659
C002837,Sure Things,0.000764,818173.973601058,0.381885,5000,625.08,-0.875
C006846,Sure Things,0.000723,818254.760005458,0.381879,5000,591.6,-0.8817
C010977,Sure Things,0.001039,816443.6684338404,0.381861,5000,848.28,-0.8303
C003331,Sure Things,0.001019,816282.912303079,0.381847,5000,831.79,-0.8336
C007694,Sure Things,0.000729,817516.4549196458,0.38184,5000,595.97,-0.8808
C017702,Sure Things,0.001022,816120.7819785494,0.381838,5000,834.08,-0.8332
C001093,Sure Things,0.000691,817630.8730595828,0.381837,5000,564.98,-0.887
C010486,Sure Things,0.000411,818842.2492334448,0.381831,5000,336.54,-0.9327
C012719,Sure Things,0.000551,818074.9665077486,0.381825,5000,450.76,-0.9098
C004575,Sure Things,0.000763,817031.4886056231,0.381822,5000,623.4,-0.8753
C013637,Sure Things,0.000768,816938.8052038245,0.381818,5000,627.41,-0.8745
C015610,Sure Things,0.00076,816923.244319414,0.381815,5000,620.86,-0.8758
C013136,Sure Things,0.004584,798943.1108283194,0.381807,5000,3662.36,-0.2675
C005324,Sure Things,0.000734,816848.9745499295,0.381805,5000,599.57,-0.8801
C016845,Sure Things,0.001038,815393.9797435539,0.381803,5000,846.38,-0.8307
C018938,Sure Things,0.001698,812302.0345728152,0.381802,5000,1379.29,-0.7241
C011430,Sure Things,0.019319,729922.1545165573,0.38179,5000,14101.37,1.8203
C001529,Sure Things,0.000581,817272.5566639556,0.381789,5000,474.84,-0.905
C001574,Sure Things,0.001425,813136.5443857684,0.381778,5000,1158.72,-0.7683
