customer_id,segment,priority_score,churn_prob_control,uplift_score,predicted_clv,clv_percentile,is_high_value,is_treatment,churned
C000818,저가치-Lost Causes,0.0,0.007201,-0.098946,6650412.387018384,33.4,0,0,0
C000819,저가치-Lost Causes,0.01,0.000883,0.000314,19218077.60455303,76.4,0,0,0
C000820,고가치-Lost Causes,0.0,0.000547,-0.000198,113423737.31140974,97.1,1,0,0
C000821,신규고객,0.0,0.000624,-0.000171,8989303.299578078,46.1,0,0,0
C000822,신규고객,0.0,0.001325,-1.1e-05,22132133.66206022,81.2,1,0,0
C000823,저가치-Lost Causes,0.0,0.000812,0.000129,2101358.190965706,24.4,0,1,0
C000824,저가치-Lost Causes,0.0,0.000282,-0.000266,11765288.25607338,58.8,0,1,0
C000825,신규고객,0.0,0.000614,-7.3e-05,124572196.8409372,99.2,1,1,0
C000826,저가치-Lost Causes,0.0,0.000892,0.000284,6792839.196172052,34.3,0,1,0
C000827,저가치-Lost Causes,1.69,0.087869,0.084652,14422976.919037802,67.0,0,1,0
C000828,신규고객,0.0,0.000353,-0.000346,17011726.46090297,72.2,0,1,0
C000829,신규고객,0.0,0.000845,-0.00029,16992660.54892583,72.1,0,1,0
C000830,신규고객,0.0,0.000541,2.1e-05,10158922.7991857,52.2,0,0,0
C000831,신규고객,0.0,0.003643,-0.007999,6791032.165647969,34.2,0,1,0
C000832,신규고객,0.01,0.00473,0.000588,10680970.782331107,54.9,0,1,0
C000833,신규고객,0.0,0.000724,7.4e-05,14431318.135984804,67.0,0,1,0
C000834,신규고객,0.0,0.998401,0.00022,0.0,11.7,0,0,1
C000835,저가치-Lost Causes,0.0,0.000805,1.1e-05,7507091.677920522,38.2,0,1,0
C000836,저가치-Lost Causes,0.0,0.00471,-0.028557,0.0,11.7,0,0,0
C000837,신규고객,0.01,0.001255,0.000572,7346104.503092311,37.2,0,0,0
C000838,신규고객,0.06,0.004844,0.003926,10798561.956951968,55.3,0,1,0
C000839,저가치-Lost Causes,0.01,0.001465,0.00079,8211219.19739172,41.9,0,0,0
C000840,고가치-Lost Causes,0.0,0.001458,-0.001072,115900614.15770458,97.8,1,0,0
C000841,저가치-Lost Causes,0.0,0.000397,-0.00029,5764136.267753245,30.2,0,1,0
C000842,저가치-Lost Causes,0.05,0.994668,0.002415,16173474.50869358,70.3,0,0,1
C000843,신규고객,0.0,0.998601,0.000204,0.0,11.7,0,0,1
C000844,고가치-Lost Causes,0.0,0.000727,-0.000719,98579418.8001198,93.8,1,1,0
C000845,신규고객,0.0,0.000465,6e-06,10723765.547093043,55.1,0,0,0
C000846,신규고객,0.02,0.001874,0.001069,14941715.607680282,68.0,0,1,0
C000847,신규고객,0.01,0.001339,0.000831,12379735.993805826,61.2,0,1,0
C000848,저가치-Lost Causes,0.0,0.001125,0.000111,16713357.091246177,71.6,0,0,0
C000849,저가치-Lost Causes,0.01,0.996952,0.000824,4654231.390228997,27.4,0,0,1
C000850,신규고객,0.0,0.000698,9.2e-05,17677200.25923767,73.7,0,1,0
C000851,고가치-Sure Things,0.05,0.001907,0.00127,31122129.766803857,89.7,1,0,0
C000852,저가치-Lost Causes,0.0,0.998343,6.3e-05,0.0,11.7,0,0,1
C000853,저가치-Lost Causes,0.0,0.001758,-0.002937,9916329.187143477,50.9,0,0,0
C000854,고가치-Sure Things,0.0,0.000726,8.9e-05,31491666.085535116,89.8,1,1,0
C000855,신규고객,0.0,0.000861,-0.00126,4968032.726252836,28.3,0,1,0
C000856,저가치-Lost Causes,0.0,0.000416,-0.000575,6918940.29048929,35.0,0,0,0
C000857,저가치-Lost Causes,0.0,0.000497,-0.001732,11262343.230151914,57.0,0,0,0
C000858,저가치-Lost Causes,0.03,0.017865,0.00181,11270867.006015336,57.1,0,0,0
C000859,저가치-Lost Causes,0.0,0.962589,-0.031378,0.0,11.7,0,0,1
C000860,신규고객,0.0,0.052926,-0.002927,0.0,11.7,0,1,0
C000861,신규고객,0.0,0.998401,0.00022,0.0,11.7,0,0,1
C000862,저가치-Lost Causes,0.0,0.016785,-0.742232,0.0,11.7,0,1,1
C000863,저가치-Lost Causes,0.0,0.997403,0.000307,0.0,11.7,0,0,1
C000864,고가치-Sure Things,0.0,0.000713,7.6e-05,33450058.369567484,90.1,1,0,0
C000865,신규고객,0.0,0.997784,1.9e-05,0.0,11.7,0,1,1
C000866,저가치-Lost Causes,0.0,0.000318,-0.00024,7825923.760696324,39.7,0,0,0
C000867,신규고객,0.0,0.039715,-0.854483,7929493.899575572,40.3,0,0,0
C000868,고가치-Lost Causes,0.0,0.000625,-1.6e-05,110955539.60754251,96.6,1,1,0
C000869,고가치-Sure Things,0.01,0.000932,0.000295,27545859.269830182,87.8,1,0,0
C000870,저가치-Lost Causes,0.0,0.998401,0.00022,0.0,11.7,0,0,1
C000871,고가치-Sure Things,0.09,0.001443,0.00082,80582903.47932039,91.1,1,0,0
C000872,저가치-Lost Causes,0.0,0.460807,-0.49863,0.0,11.7,0,1,1
C000873,저가치-Lost Causes,0.0,0.001364,-0.047188,5512936.704607905,29.5,0,0,0
C000874,저가치-Lost Causes,0.0,0.000239,-0.000641,1757919.429856484,24.2,0,1,0
C000875,신규고객,0.0,0.001185,-1.5e-05,16361347.585559208,70.6,0,1,0
C000876,저가치-Lost Causes,0.0,0.000622,-0.00735,8241015.180397904,42.0,0,0,0
C000877,저가치-Lost Causes,0.01,0.001835,0.000823,8719233.297557835,44.7,0,0,0
C000878,저가치-Lost Causes,0.0,0.997851,-0.000217,0.0,11.7,0,0,1
C000879,저가치-Lost Causes,0.0,0.000855,-1.2e-05,10373638.550377002,53.4,0,1,0
C000880,저가치-Lost Causes,0.01,0.002324,0.001313,8193849.907304767,41.8,0,1,0
C000881,신규고객,0.0,0.000907,-0.00022,9717733.930272136,49.9,0,1,0
C000882,저가치-Lost Causes,0.0,0.000346,-0.000136,10171191.922708176,52.2,0,0,0
C000883,신규고객,0.0,0.000336,-0.000469,6349734.42401151,32.2,0,1,0
C000884,저가치-Lost Causes,0.03,0.001687,0.001072,17310221.689633604,72.8,0,1,0
C000885,저가치-Lost Causes,0.0,0.001413,2.4e-05,6907734.453938277,34.9,0,1,0
C000886,신규고객,0.0,0.002632,-0.004722,8264381.507897572,42.2,0,0,0
C000887,고가치-Sure Things,0.04,0.001641,0.001017,25966612.1184076,86.4,1,0,0
C000888,고가치-Sure Things,0.0,0.000687,8.1e-05,23713776.309178382,83.7,1,1,0
C000889,저가치-Lost Causes,0.02,0.002131,0.001623,9330922.85586737,47.8,0,1,0
C000890,저가치-Lost Causes,0.0,0.000405,-0.00136,0.0,11.7,0,0,0
C000891,저가치-Lost Causes,0.03,0.002601,0.001267,18209835.09836614,74.6,0,1,0
C000892,저가치-Lost Causes,0.01,0.001139,0.000502,19919554.135193527,77.5,0,1,0
C000893,신규고객,0.0,0.000615,-5.3e-05,100542504.82729442,94.3,1,1,0
C000894,신규고객,0.0,0.000769,-0.0006,0.0,11.7,0,1,0
C000895,저가치-Lost Causes,0.0,0.000613,-5.5e-05,10963991.110067364,55.9,0,1,0
C000896,고가치-Sure Things,0.01,0.00076,0.000161,24966022.35253444,85.3,1,1,0
C000897,신규고객,0.03,0.003277,0.000695,30026026.174626485,89.2,1,1,0
C000898,고가치-Sure Things,0.02,0.001241,0.000642,23455755.486765,83.3,1,0,0
C000899,저가치-Lost Causes,0.0,0.002912,-0.001543,11816477.122445928,59.1,0,1,0
C000900,신규고객,0.0,0.008058,-0.131652,0.0,11.7,0,0,0
C000901,신규고객,0.0,0.001272,-0.000115,19532737.697885256,76.9,0,0,0
C000902,고가치-Sure Things,0.17,0.003411,0.001457,85358150.18251088,91.7,1,1,0
C000903,신규고객,0.0,0.001204,-0.000117,6787264.604093252,34.2,0,1,0
C000904,저가치-Lost Causes,0.0,0.997722,-0.000397,0.0,11.7,0,1,1
C000905,저가치-Lost Causes,0.02,0.002239,0.000987,12302356.139093889,60.8,0,1,0
C000906,신규고객,0.0,0.998343,0.000322,0.0,11.7,0,0,1
C000907,저가치-Lost Causes,0.0,0.006923,-0.339228,0.0,11.7,0,0,0
C000908,저가치-Lost Causes,0.0,0.000724,8.8e-05,18154665.748805404,74.4,0,1,0
C000909,고가치-Lost Causes,0.0,0.000667,-0.000106,23392382.67747621,83.1,1,1,0
C000910,신규고객,0.0,0.000687,-8e-05,13946148.752031952,66.0,0,0,0
C000911,신규고객,0.0,0.996806,-0.000383,10100984.20362013,51.9,0,0,1
C000912,신규고객,0.0,0.004767,-0.00279,12870650.864774149,62.7,0,1,0
C000913,저가치-Lost Causes,0.0,0.000649,8.1e-05,11387064.64239325,57.6,0,1,0
C000914,저가치-Lost Causes,0.0,0.000229,-0.000156,2729527.365417056,24.9,0,0,0
C000915,저가치-Lost Causes,0.05,0.016734,0.003185,10369271.2608573,53.3,0,0,0
C000916,고가치-Lost Causes,0.0,0.000727,-0.000164,124866960.98831163,99.2,1,1,0
C000917,저가치-Lost Causes,0.0,0.000745,0.000108,20527667.845878813,78.5,0,1,0
C000918,저가치-Lost Causes,0.0,0.00081,-0.000538,12115892.267187277,60.1,0,0,0
C000919,저가치-Lost Causes,0.0,0.001666,-0.008319,10773899.323931532,55.2,0,0,0
C000920,신규고객,0.0,0.000614,-3.4e-05,115916025.08027248,97.8,1,1,0
C000921,신규고객,0.0,0.015692,-0.263195,0.0,11.7,0,0,0
C000922,저가치-Persuadables,0.0,0.965384,0.039155,0.0,11.7,0,0,1
C000923,저가치-Lost Causes,0.0,0.00057,-2.5e-05,11320191.87833925,57.3,0,1,0
C000924,저가치-Lost Causes,0.01,0.000937,0.000344,13612114.285134949,65.1,0,1,0
C000925,저가치-Lost Causes,0.02,0.001264,0.000586,18898335.175762422,75.8,0,0,0
C000926,신규고객,0.0,0.000498,-0.000348,12420632.492655996,61.3,0,0,0
C000927,신규고객,0.0,0.00068,9.5e-05,6589928.862524354,33.2,0,1,0
C000928,신규고객,0.0,0.001671,0.000751,0.0,11.7,0,0,0
C000929,저가치-Lost Causes,0.0,0.997693,6.4e-05,0.0,11.7,0,0,1
C000930,고가치-Sure Things,0.06,0.002608,0.001971,23276421.04236953,83.0,1,1,0
C000931,저가치-Lost Causes,0.0,0.000973,-0.00043,7294464.036469728,36.9,0,0,0
C000932,신규고객,0.0,0.997223,-0.000755,7621858.503395049,38.8,0,0,1
C000933,신규고객,0.0,0.000207,-0.000995,8769826.538710646,45.0,0,0,0
C000934,저가치-Lost Causes,0.0,0.998401,0.00022,0.0,11.7,0,0,1
C000935,고가치-Sure Things,0.01,0.001031,0.00046,22250395.586307608,81.3,1,0,0
C000936,신규고객,0.0,0.00046,-0.000138,5572394.324131286,29.7,0,1,0
C000937,신규고객,1.03,0.042073,0.038586,19399304.772759467,76.6,0,1,0
C000938,저가치-Lost Causes,0.0,0.000585,9e-06,9089393.07175851,46.6,0,1,0
C000939,저가치-Lost Causes,0.01,0.000822,0.000206,19900843.46794573,77.5,0,1,0
C000940,저가치-Lost Causes,0.03,0.001767,0.001154,16409202.947328825,70.8,0,0,0
C000941,저가치-Lost Causes,0.0,0.99865,0.000213,0.0,11.7,0,0,1
C000942,저가치-Lost Causes,0.01,0.003101,0.000395,20873703.23588277,79.3,0,1,0
C000943,저가치-Lost Causes,0.0,0.001077,-0.000437,11148338.367576988,56.6,0,0,0
C000944,저가치-Lost Causes,0.0,0.993003,-0.003756,8827862.89146809,45.2,0,0,1
C000945,저가치-Lost Causes,0.0,0.000439,-0.000171,16463811.966196096,70.9,0,1,0
C000946,저가치-Lost Causes,0.0,0.000839,-0.000916,0.0,11.7,0,1,0
C000947,신규고객,0.0,0.00056,-7e-05,8024523.952180463,40.7,0,1,0
C000948,저가치-Lost Causes,0.0,0.998343,6.3e-05,0.0,11.7,0,0,1
C000949,저가치-Lost Causes,0.0,0.001023,-4.2e-05,10031822.380683277,51.5,0,1,0
C000950,신규고객,0.0,0.000726,0.00018,10733915.134837316,55.1,0,0,0
C000951,신규고객,0.0,0.000708,7.2e-05,23452669.137799166,83.3,1,1,0
C000952,신규고객,0.0,0.00057,-5.4e-05,17857503.144405454,73.9,0,1,0
C000953,신규고객,0.0,0.998017,0.000119,0.0,11.7,0,0,1
C000954,신규고객,0.02,0.002041,0.000969,11468520.918654565,57.9,0,0,0
C000955,저가치-Lost Causes,0.0,0.022615,-0.062708,0.0,11.7,0,0,0
C000956,신규고객,0.0,0.000342,-0.000394,0.0,11.7,0,0,0
C000957,저가치-Lost Causes,0.0,0.000822,0.000165,7421129.339475489,37.7,0,1,0
C000958,신규고객,0.0,0.000368,-0.000298,4230673.257366195,26.8,0,1,0
C000959,저가치-Lost Causes,0.0,0.002428,-0.000794,4929830.603967708,28.2,0,1,0
C000960,저가치-Lost Causes,0.0,0.00054,-0.000437,16118252.663295118,70.2,0,0,0
C000961,신규고객,0.0,0.054288,-0.682764,5434529.030276426,29.3,0,0,0
C000962,고가치-Sure Things,0.0,0.000782,0.00012,29981119.248390343,89.2,1,0,0
C000963,고가치-Lost Causes,0.0,0.000703,-5.2e-05,24156622.848825384,84.2,1,1,0
C000964,신규고객,0.01,0.000996,0.000395,13992471.28745331,66.2,0,1,0
C000965,저가치-Lost Causes,0.14,0.021762,0.017088,6139067.621330543,31.3,0,1,0
C000966,신규고객,0.0,0.000402,-3.9e-05,21742534.964244965,80.6,1,1,0
C000967,고가치-Sure Things,0.01,0.002696,0.000415,25792059.96736297,86.2,1,1,0
C000968,신규고객,0.0,0.000668,3.9e-05,9325569.59170599,47.7,0,0,0
C000969,저가치-Lost Causes,0.0,0.001006,-0.000669,18707608.504991647,75.4,0,0,0
C000970,신규고객,2.31,0.141999,0.11967,13968031.406112868,66.1,0,0,0
C000971,신규고객,0.0,0.000639,-0.000202,116518539.16594578,97.9,1,0,0
C000972,저가치-Lost Causes,0.05,0.002729,0.002116,16596189.07901598,71.1,0,1,0
C000973,신규고객,0.0,0.002811,-0.000853,15260312.581037443,68.8,0,1,0
C000974,신규고객,0.0,0.002624,-0.005141,9413863.607575394,48.2,0,0,0
C000975,신규고객,0.01,0.001117,0.000574,11063264.828200173,56.3,0,0,0
C000976,신규고객,0.0,0.000566,-0.000239,10202278.122361217,52.4,0,0,0
C000977,신규고객,0.0,0.000821,-0.000392,8141694.440140174,41.5,0,1,0
C000978,신규고객,0.0,0.000423,-0.000218,0.0,11.7,0,0,0
C000979,저가치-Lost Causes,0.72,0.043441,0.026167,19878893.51142498,77.4,0,1,0
C000980,신규고객,0.0,0.084437,-0.477005,0.0,11.7,0,0,0
C000981,저가치-Lost Causes,0.0,0.007836,-0.472797,0.0,11.7,0,0,0
C000982,저가치-Lost Causes,0.0,0.000587,-0.000528,0.0,11.7,0,1,0
C000983,신규고객,0.0,0.001167,-0.000642,0.0,11.7,0,1,0
C000984,신규고객,0.0,0.000516,-5.3e-05,14546546.459740344,67.2,0,0,0
C000985,저가치-Lost Causes,0.0,0.000286,-0.000183,0.0,11.7,0,1,0
C000986,저가치-Lost Causes,0.0,0.998473,0.00017,0.0,11.7,0,1,1
C000987,고가치-Sure Things,0.01,0.000688,6.5e-05,78317663.21641922,90.9,1,0,0
C000988,신규고객,0.01,0.001766,0.000736,9051484.738178955,46.4,0,1,0
C000989,저가치-Lost Causes,0.0,0.99865,4.2e-05,0.0,11.7,0,0,1
C000990,저가치-Lost Causes,0.0,0.997521,-0.000501,0.0,11.7,0,1,1
C000991,저가치-Lost Causes,0.0,0.00052,-0.000751,0.0,11.7,0,1,0
C000992,저가치-Lost Causes,0.0,0.998401,0.00022,0.0,11.7,0,0,1
C000993,고가치-Lost Causes,0.0,0.001158,-0.000195,23326018.789809275,83.1,1,1,0
C000994,저가치-Lost Causes,0.0,0.969954,-0.028778,0.0,11.7,0,1,1
C000995,저가치-Lost Causes,2.0,0.163979,0.136177,10652878.52009296,54.7,0,1,0
C000996,저가치-Lost Causes,0.01,0.002651,0.001735,4346138.005092063,27.0,0,1,0
C000997,고가치-Lost Causes,0.0,0.002309,-0.000405,86556997.85942408,91.9,1,1,0
C000998,저가치-Lost Causes,0.0,0.000549,-9e-06,17281163.141660143,72.7,0,1,0
C000999,신규고객,0.09,0.003226,0.002612,25683685.64524808,86.0,1,1,0
C001000,신규고객,0.0,0.001972,-0.001522,111788922.88099292,96.8,1,1,0
C001001,신규고객,0.0,0.00433,-0.000389,8230918.651002833,42.0,0,1,0
C001002,고가치-Sure Things,0.01,0.001454,0.000341,21747375.508800533,80.7,1,0,0
C001003,저가치-Lost Causes,0.0,0.001624,-0.003719,15865339.002958978,69.9,0,0,0
C001004,신규고객,0.0,0.000678,-0.001988,15078643.24718858,68.3,0,0,0
C001005,신규고객,0.03,0.005792,0.002634,8359713.594784303,42.8,0,0,0
C001006,저가치-Lost Causes,0.09,0.012595,0.004175,14833371.473035902,67.9,0,0,0
C001007,저가치-Lost Causes,0.0,0.000608,-0.000193,8600049.64652176,44.0,0,1,0
C001008,저가치-Lost Causes,0.0,0.002658,-0.004476,0.0,11.7,0,0,0
C001009,신규고객,0.0,0.000298,-0.000648,5035340.858027183,28.5,0,1,0
C001010,신규고객,0.0,0.000612,7.2e-05,9628951.232181858,49.5,0,1,0
C001011,저가치-Lost Causes,0.0,0.000706,-0.001887,0.0,11.7,0,0,0
C001012,신규고객,0.0,0.000938,-0.002543,6657800.586740261,33.5,0,0,0
C001013,저가치-Lost Causes,0.0,0.000589,2.2e-05,12411928.75937187,61.3,0,1,0
C001014,저가치-Lost Causes,0.01,0.008896,0.000815,8661604.405145448,44.2,0,0,0
C001015,고가치-Sure Things,0.0,0.000629,2.6e-05,27060081.301117867,87.3,1,1,0
C001016,신규고객,0.0,0.000778,-0.000936,10253528.210898044,52.7,0,0,0
C001017,저가치-Lost Causes,0.0,0.006319,0.000178,16067573.283774652,70.2,0,1,0
C001018,신규고객,0.01,0.000693,0.000146,69469806.43862543,90.6,1,0,0
C001019,저가치-Lost Causes,0.0,0.00307,-0.009817,0.0,11.7,0,1,0
C001020,저가치-Lost Causes,0.0,0.000663,5.7e-05,13758914.745312624,65.5,0,1,0
C001021,저가치-Lost Causes,0.0,0.998401,0.00022,0.0,11.7,0,0,1
C001022,신규고객,0.05,0.007842,0.004677,7512788.091201831,38.3,0,1,0
C001023,저가치-Lost Causes,0.0,0.998601,0.000536,0.0,11.7,0,1,1
C001024,신규고객,0.0,0.131779,-0.329685,24102263.043730628,84.1,1,0,0
C001025,저가치-Lost Causes,0.0,0.00061,-0.000332,9969883.98207121,51.2,0,0,0
C001026,신규고객,2.61,0.926959,0.098469,19195464.476590585,76.4,0,0,1
C001027,저가치-Lost Causes,0.0,0.000662,-0.000552,9812029.926279338,50.4,0,1,0
C001028,저가치-Lost Causes,0.0,0.000864,-0.000133,12854639.518616248,62.6,0,1,0
C001029,저가치-Lost Causes,0.0,0.000612,-0.000328,8754473.081795126,44.9,0,1,0
C001030,저가치-Lost Causes,0.02,0.001538,0.00104,10857645.80475932,55.5,0,1,0
C001031,저가치-Lost Causes,0.0,0.001536,-0.003269,10247146.384420106,52.6,0,1,0
C001032,저가치-Lost Causes,0.0,0.000668,-0.000195,8442441.749996979,43.2,0,0,0
C001033,저가치-Lost Causes,0.0,0.026178,-0.017675,10322825.114096766,53.1,0,0,0
C001034,신규고객,0.0,0.000715,-0.000699,3423134.3805811363,25.6,0,0,0
C001035,저가치-Lost Causes,0.0,0.000656,-0.003005,0.0,11.7,0,0,0
C001036,신규고객,0.0,0.012672,-0.833296,8796747.554691026,45.1,0,1,1
C001037,저가치-Lost Causes,0.25,0.036493,0.034563,5310714.289317827,29.1,0,1,0
C001038,저가치-Lost Causes,0.11,0.010829,0.009923,8336575.110249485,42.7,0,1,0
C001039,저가치-Lost Causes,0.0,0.99683,0.000301,10933248.921399623,55.8,0,0,1
C001040,고가치-Lost Causes,0.0,0.000727,-0.000164,102023824.1332976,94.7,1,0,0
C001041,저가치-Lost Causes,0.0,0.00082,8.9e-05,7398872.427080784,37.5,0,1,0
C001042,저가치-Lost Causes,0.0,0.997849,0.000309,8344099.283141104,42.7,0,1,1
C001043,저가치-Lost Causes,0.0,0.000683,0.000149,11167005.020155791,56.7,0,0,0
C001044,고가치-Lost Causes,0.0,0.000614,-0.000277,113636815.9909706,97.2,1,0,0
C001045,저가치-Lost Causes,0.0,0.000686,-0.000474,7035789.178312567,35.5,0,0,0
C001046,신규고객,0.0,0.000578,-4.2e-05,13824954.418563709,65.6,0,0,0
C001047,저가치-Lost Causes,0.0,0.000322,-0.000353,5267496.706223814,28.9,0,0,0
C001048,저가치-Lost Causes,0.02,0.001499,0.000899,20074492.441015765,77.7,0,1,0
C001049,고가치-Sure Things,0.01,0.001549,0.000281,21327677.208735213,80.1,1,0,0
C001050,저가치-Lost Causes,0.0,0.998343,0.002717,0.0,11.7,0,0,1
C001051,신규고객,0.0,0.002766,-0.07905,23236713.64322472,83.0,1,0,0
C001052,고가치-Sure Things,0.05,0.001785,0.001171,29570647.57254941,89.0,1,1,0
C001053,신규고객,0.0,0.003559,-0.000179,26238462.241210185,86.7,1,1,0
C001054,고가치-Sure Things,0.04,0.00341,0.001227,22085958.46774408,81.1,1,1,0
C001055,신규고객,0.0,0.003507,-0.000284,13246382.787317624,64.0,0,0,0
C001056,신규고객,0.0,0.003712,-0.178108,5133677.977955525,28.6,0,0,0
C001057,저가치-Lost Causes,0.0,0.996674,-0.000688,0.0,11.7,0,1,1
C001058,신규고객,0.03,0.002386,0.001525,14886084.608761134,67.9,0,0,0
C001059,신규고객,0.0,0.998401,0.00022,0.0,11.7,0,0,1
C001060,저가치-Lost Causes,0.0,0.000598,-0.000323,10701438.969047025,55.0,0,1,0
C001061,저가치-Lost Causes,0.0,0.010833,-0.891624,0.0,11.7,0,1,1
C001062,고가치-Sure Things,0.0,0.000667,5.2e-05,21818133.73326863,80.7,1,0,0
C001063,신규고객,0.0,0.000685,0.000138,13020191.655956214,63.3,0,0,0
C001064,저가치-Lost Causes,0.0,0.000707,-0.000171,9394595.565289626,48.1,0,1,0
C001065,저가치-Lost Causes,0.0,0.001009,-5.9e-05,11335472.506366571,57.5,0,1,0
C001066,저가치-Lost Causes,0.0,0.002003,-0.000339,8310542.125169397,42.4,0,1,0
C001067,신규고객,0.0,0.997487,-7.9e-05,3067636.3899165704,25.2,0,1,1
C001068,고가치-Lost Causes,0.0,0.000602,-3e-06,110299097.49667723,96.4,1,1,0
C001069,저가치-Lost Causes,0.0,0.000537,-0.000501,9352520.178874124,47.9,0,0,0
C001070,저가치-Lost Causes,0.0,0.000796,0.000124,7546503.325383696,38.4,0,1,0
C001071,신규고객,0.0,0.000586,-0.000168,8635340.040011728,44.1,0,0,0
C001072,신규고객,0.0,0.000327,-0.000338,11585096.688701425,58.3,0,1,0
C001073,신규고객,0.0,0.000587,-0.000145,8261039.072489097,42.2,0,1,0
C001074,저가치-Lost Causes,0.0,0.024988,-0.866824,0.0,11.7,0,0,0
C001075,저가치-Lost Causes,0.0,0.000699,-0.000307,11126295.865356728,56.5,0,0,0
C001076,저가치-Lost Causes,0.0,0.000685,-0.000215,10989491.504673256,56.0,0,0,0
C001077,신규고객,0.0,0.001006,-4.9e-05,7143185.027315681,36.1,0,0,0
C001078,저가치-Lost Causes,0.04,0.002542,0.002064,14353180.972114196,66.8,0,1,0
C001079,저가치-Lost Causes,0.0,0.000919,-5e-05,8536569.40532343,43.6,0,1,0
C001080,신규고객,0.0,0.951037,-0.029624,19423600.26811589,76.7,0,1,1
C001081,저가치-Lost Causes,0.0,0.000842,0.000246,6234411.232765078,31.8,0,1,0
C001082,저가치-Lost Causes,0.0,0.000635,0.000162,11420480.466496812,57.8,0,0,0
C001083,저가치-Lost Causes,0.0,0.000359,-0.00014,0.0,11.7,0,1,0
C001084,저가치-Lost Causes,0.0,0.997699,-0.00058,0.0,11.7,0,1,1
C001085,저가치-Lost Causes,0.0,0.998401,0.00022,0.0,11.7,0,0,1
C001086,신규고객,0.0,0.077902,-0.080847,0.0,11.7,0,1,0
C001087,신규고객,0.0,0.000474,-0.000349,0.0,11.7,0,1,0
C001088,저가치-Lost Causes,0.0,0.000756,-3.7e-05,6753270.397935583,34.0,0,1,0
C001089,저가치-Lost Causes,0.0,0.997332,-0.000782,5993036.855997835,30.7,0,1,1
C001090,신규고객,0.07,0.003324,0.002305,22611530.674389347,81.9,1,1,0
C001091,신규고객,0.0,0.000668,-0.000307,10916428.533526156,55.7,0,1,0
C001092,저가치-Lost Causes,0.0,0.000776,-0.000506,20083247.20888731,77.7,0,0,0
C001093,신규고객,0.0,0.994363,-0.00166,0.0,11.7,0,1,1
C001094,신규고객,0.0,0.000854,-0.001128,6554663.353951538,33.0,0,1,0
C001095,저가치-Lost Causes,0.0,0.000639,-0.000207,7939778.67241891,40.3,0,0,0
C001096,신규고객,0.09,0.003813,0.003053,20316960.69632051,78.1,0,1,0
C001097,저가치-Lost Causes,0.0,0.997482,-0.000588,0.0,11.7,0,1,1
C001098,저가치-Lost Causes,0.0,0.000602,-3.9e-05,12863090.88686841,62.6,0,1,0
C001099,고가치-Sure Things,0.0,0.000685,8.6e-05,24707012.27784794,84.9,1,0,0
C001100,신규고객,0.06,0.001277,0.00051,88469594.69988479,92.1,1,1,0
C001101,신규고객,0.22,0.029799,0.021402,7534500.329410147,38.4,0,1,0
C001102,저가치-Lost Causes,0.0,0.001412,-0.004641,0.0,11.7,0,1,0
C001103,저가치-Lost Causes,0.0,0.000533,-0.002906,1006714.5845535244,24.0,0,1,0
C001104,신규고객,0.13,0.009853,0.00508,19110000.424109887,76.3,0,1,0
C001105,신규고객,0.0,0.020061,-0.026159,0.0,11.7,0,1,0
C001106,신규고객,0.0,0.001597,-0.003523,13129036.13508787,63.5,0,0,0
C001107,신규고객,0.0,0.997972,0.000356,0.0,11.7,0,1,1
C001108,신규고객,0.02,0.003401,0.001385,10652019.596264783,54.7,0,0,0
C001109,신규고객,0.01,0.000949,0.000366,29471581.60148651,88.9,1,0,0
C001110,신규고객,0.0,0.997451,-0.000493,10844867.72668308,55.4,0,1,1
C001111,저가치-Lost Causes,0.0,0.001651,0.000122,5957223.519801572,30.5,0,1,0
C001112,저가치-Lost Causes,0.0,0.002863,-0.002223,12738491.189586949,62.2,0,0,0
C001113,저가치-Lost Causes,0.1,0.008107,0.006215,11881063.307067186,59.4,0,1,0
C001114,저가치-Lost Causes,0.0,0.000581,1.4e-05,8644822.63945432,44.2,0,1,0
C001115,고가치-Lost Causes,0.0,0.000727,-1.4e-05,104245367.74803844,95.2,1,0,0
C001116,고가치-Lost Causes,0.0,0.000919,-0.001277,30134349.261521712,89.3,1,1,0
C001117,신규고객,0.0,0.99865,0.00075,0.0,11.7,0,0,1
C001118,신규고객,0.0,0.000706,0.00017,12743657.815322118,62.3,0,1,0
C001119,저가치-Lost Causes,0.0,0.997976,-0.000458,0.0,11.7,0,0,1
C001120,신규고객,0.0,0.00051,-7.2e-05,0.0,11.7,0,0,0
C001121,고가치-Sure Things,0.01,0.00236,0.000407,23493110.41276541,83.3,1,1,0
C001122,저가치-Lost Causes,0.0,0.99865,0.000213,0.0,11.7,0,0,1
C001123,고가치-Sure Things,0.04,0.00229,0.001248,25927518.895077366,86.4,1,0,0
C001124,저가치-Lost Causes,0.0,0.001271,-0.001327,6668933.561715495,33.7,0,1,0
C001125,저가치-Lost Causes,0.0,0.000642,-0.000332,10278637.64294995,52.8,0,0,0
C001126,저가치-Lost Causes,0.0,0.99818,0.000504,0.0,11.7,0,0,1
C001127,저가치-Lost Causes,0.0,0.000681,-7.4e-05,5775352.379559201,30.2,0,1,0
C001128,신규고객,0.01,0.000764,0.000187,25227341.17935294,85.5,1,1,0
C001129,저가치-Lost Causes,0.0,0.849362,-0.119427,13873788.60609144,65.8,0,1,1
