customer_id,uplift_score,uplift_t_learner,uplift_x_learner,churn_prob_control,segment,is_treatment,churned
C000881,-0.00022,-0.00022,0.421958,0.000907,Sleeping Dogs,1,0
C000882,-0.000136,-0.000136,-0.034547,0.000346,Sleeping Dogs,0,0
C000883,-0.000469,-0.000469,0.040279,0.000336,Sleeping Dogs,1,0
C000884,0.001072,0.001072,-0.02304,0.001687,Sure Things,1,0
C000885,2.4e-05,2.4e-05,0.081784,0.001413,Sure Things,1,0
C000886,-0.004722,-0.004722,-0.068921,0.002632,Sleeping Dogs,0,0
C000887,0.001017,0.001017,-0.020071,0.001641,Sure Things,0,0
C000888,8.1e-05,8.1e-05,-0.398197,0.000687,Sure Things,1,0
C000889,0.001623,0.001623,0.054441,0.002131,Sure Things,1,0
C000890,-0.00136,-0.00136,-0.119276,0.000405,Sleeping Dogs,0,0
C000891,0.001267,0.001267,-0.002933,0.002601,Sure Things,1,0
C000892,0.000502,0.000502,-0.012848,0.001139,Sure Things,1,0
C000893,-5.3e-05,-5.3e-05,0.022279,0.000615,Sleeping Dogs,1,0
C000894,-0.0006,-0.0006,0.099856,0.000769,Sleeping Dogs,1,0
C000895,-5.5e-05,-5.5e-05,-0.309557,0.000613,Sleeping Dogs,1,0
C000896,0.000161,0.000161,0.12991,0.00076,Sure Things,1,0
C000897,0.000695,0.000695,-0.193669,0.003277,Sure Things,1,0
C000898,0.000642,0.000642,-0.110949,0.001241,Sure Things,0,0
C000899,-0.001543,-0.001543,0.085682,0.002912,Sleeping Dogs,1,0
C000900,-0.131652,-0.131652,-0.060137,0.008058,Sleeping Dogs,0,0
C000901,-0.000115,-0.000115,0.215623,0.001272,Sleeping Dogs,0,0
C000902,0.001457,0.001457,-0.230027,0.003411,Sure Things,1,0
C000903,-0.000117,-0.000117,0.307887,0.001204,Sleeping Dogs,1,0
C000904,-0.000397,-0.000397,-0.266743,0.997722,Sleeping Dogs,1,1
C000905,0.000987,0.000987,0.157729,0.002239,Sure Things,1,0
C000906,0.000322,0.000322,0.389689,0.998343,Lost Causes,0,1
C000907,-0.339228,-0.339228,0.232772,0.006923,Sleeping Dogs,0,0
C000908,8.8e-05,8.8e-05,-0.086182,0.000724,Sure Things,1,0
C000909,-0.000106,-0.000106,-0.050526,0.000667,Sleeping Dogs,1,0
C000910,-8e-05,-8e-05,-0.202988,0.000687,Sleeping Dogs,0,0
C000911,-0.000383,-0.000383,0.117583,0.996806,Sleeping Dogs,0,1
C000912,-0.00279,-0.00279,0.325072,0.004767,Sleeping Dogs,1,0
C000913,8.1e-05,8.1e-05,0.270347,0.000649,Sure Things,1,0
C000914,-0.000156,-0.000156,-0.144735,0.000229,Sleeping Dogs,0,0
C000915,0.003185,0.003185,0.050979,0.016734,Sure Things,0,0
C000916,-0.000164,-0.000164,-0.032351,0.000727,Sleeping Dogs,1,0
C000917,0.000108,0.000108,-0.136622,0.000745,Sure Things,1,0
C000918,-0.000538,-0.000538,0.218097,0.00081,Sleeping Dogs,0,0
C000919,-0.008319,-0.008319,0.150737,0.001666,Sleeping Dogs,0,0
C000920,-3.4e-05,-3.4e-05,0.187332,0.000614,Sleeping Dogs,1,0
C000921,-0.263195,-0.263195,0.017796,0.015692,Sleeping Dogs,0,0
C000922,0.039155,0.039155,0.05869,0.965384,Persuadables,0,1
C000923,-2.5e-05,-2.5e-05,0.134945,0.00057,Sleeping Dogs,1,0
C000924,0.000344,0.000344,0.295145,0.000937,Sure Things,1,0
C000925,0.000586,0.000586,-0.126754,0.001264,Sure Things,0,0
C000926,-0.000348,-0.000348,-0.142291,0.000498,Sleeping Dogs,0,0
C000927,9.5e-05,9.5e-05,0.185222,0.00068,Sure Things,1,0
C000928,0.000751,0.000751,0.019196,0.001671,Sure Things,0,0
C000929,6.4e-05,6.4e-05,0.052345,0.997693,Lost Causes,0,1
C000930,0.001971,0.001971,0.114076,0.002608,Sure Things,1,0
C000931,-0.00043,-0.00043,0.094574,0.000973,Sleeping Dogs,0,0
C000932,-0.000755,-0.000755,0.026012,0.997223,Sleeping Dogs,0,1
C000933,-0.000995,-0.000995,-0.102661,0.000207,Sleeping Dogs,0,0
C000934,0.00022,0.00022,0.275106,0.998401,Lost Causes,0,1
C000935,0.00046,0.00046,0.268429,0.001031,Sure Things,0,0
C000936,-0.000138,-0.000138,0.280516,0.00046,Sleeping Dogs,1,0
C000937,0.038586,0.038586,0.086694,0.042073,Sure Things,1,0
C000938,9e-06,9e-06,-0.152588,0.000585,Sure Things,1,0
C000939,0.000206,0.000206,-0.061862,0.000822,Sure Things,1,0
C000940,0.001154,0.001154,0.003415,0.001767,Sure Things,0,0
C000941,0.000213,0.000213,0.386675,0.99865,Lost Causes,0,1
C000942,0.000395,0.000395,0.127923,0.003101,Sure Things,1,0
C000943,-0.000437,-0.000437,-0.257568,0.001077,Sleeping Dogs,0,0
C000944,-0.003756,-0.003756,-0.008113,0.993003,Sleeping Dogs,0,1
C000945,-0.000171,-0.000171,0.380254,0.000439,Sleeping Dogs,1,0
C000946,-0.000916,-0.000916,-0.051944,0.000839,Sleeping Dogs,1,0
C000947,-7e-05,-7e-05,-0.022588,0.00056,Sleeping Dogs,1,0
C000948,6.3e-05,6.3e-05,0.237902,0.998343,Lost Causes,0,1
C000949,-4.2e-05,-4.2e-05,-0.154022,0.001023,Sleeping Dogs,1,0
C000950,0.00018,0.00018,-0.013445,0.000726,Sure Things,0,0
C000951,7.2e-05,7.2e-05,0.009339,0.000708,Sure Things,1,0
C000952,-5.4e-05,-5.4e-05,0.193032,0.00057,Sleeping Dogs,1,0
C000953,0.000119,0.000119,-0.159441,0.998017,Lost Causes,0,1
C000954,0.000969,0.000969,-0.332139,0.002041,Sure Things,0,0
C000955,-0.062708,-0.062708,-0.002002,0.022615,Sleeping Dogs,0,0
C000956,-0.000394,-0.000394,0.007471,0.000342,Sleeping Dogs,0,0
C000957,0.000165,0.000165,0.140931,0.000822,Sure Things,1,0
C000958,-0.000298,-0.000298,-0.265073,0.000368,Sleeping Dogs,1,0
C000959,-0.000794,-0.000794,0.003573,0.002428,Sleeping Dogs,1,0
C000960,-0.000437,-0.000437,-0.16179,0.00054,Sleeping Dogs,0,0
C000961,-0.682764,-0.682764,0.117405,0.054288,Sleeping Dogs,0,0
C000962,0.00012,0.00012,0.16003,0.000782,Sure Things,0,0
C000963,-5.2e-05,-5.2e-05,0.068531,0.000703,Sleeping Dogs,1,0
C000964,0.000395,0.000395,-0.251804,0.000996,Sure Things,1,0
C000965,0.017088,0.017088,0.297475,0.021762,Sure Things,1,0
C000966,-3.9e-05,-3.9e-05,-0.099799,0.000402,Sleeping Dogs,1,0
C000967,0.000415,0.000415,-0.307071,0.002696,Sure Things,1,0
C000968,3.9e-05,3.9e-05,-0.179164,0.000668,Sure Things,0,0
C000969,-0.000669,-0.000669,0.025199,0.001006,Sleeping Dogs,0,0
C000970,0.11967,0.11967,0.102085,0.141999,Sure Things,0,0
C000971,-0.000202,-0.000202,0.424146,0.000639,Sleeping Dogs,0,0
C000972,0.002116,0.002116,-0.006677,0.002729,Sure Things,1,0
C000973,-0.000853,-0.000853,0.097487,0.002811,Sleeping Dogs,1,0
C000974,-0.005141,-0.005141,-0.303426,0.002624,Sleeping Dogs,0,0
C000975,0.000574,0.000574,-0.26844,0.001117,Sure Things,0,0
C000976,-0.000239,-0.000239,0.033876,0.000566,Sleeping Dogs,0,0
C000977,-0.000392,-0.000392,0.231212,0.000821,Sleeping Dogs,1,0
C000978,-0.000218,-0.000218,0.027675,0.000423,Sleeping Dogs,0,0
C000979,0.026167,0.026167,0.091903,0.043441,Sure Things,1,0
C000980,-0.477005,-0.477005,0.198237,0.084437,Sleeping Dogs,0,0
C000981,-0.472797,-0.472797,0.184116,0.007836,Sleeping Dogs,0,0
C000982,-0.000528,-0.000528,0.149378,0.000587,Sleeping Dogs,1,0
C000983,-0.000642,-0.000642,-0.037799,0.001167,Sleeping Dogs,1,0
C000984,-5.3e-05,-5.3e-05,-0.030248,0.000516,Sleeping Dogs,0,0
C000985,-0.000183,-0.000183,0.276923,0.000286,Sleeping Dogs,1,0
C000986,0.00017,0.00017,0.150464,0.998473,Lost Causes,1,1
C000987,6.5e-05,6.5e-05,-0.204331,0.000688,Sure Things,0,0
C000988,0.000736,0.000736,0.250906,0.001766,Sure Things,1,0
C000989,4.2e-05,4.2e-05,-0.011542,0.99865,Lost Causes,0,1
C000990,-0.000501,-0.000501,-0.274491,0.997521,Sleeping Dogs,1,1
C000991,-0.000751,-0.000751,0.076171,0.00052,Sleeping Dogs,1,0
C000992,0.00022,0.00022,0.275106,0.998401,Lost Causes,0,1
C000993,-0.000195,-0.000195,-0.085858,0.001158,Sleeping Dogs,1,0
C000994,-0.028778,-0.028778,0.219005,0.969954,Sleeping Dogs,1,1
C000995,0.136177,0.136177,0.096942,0.163979,Sure Things,1,0
C000996,0.001735,0.001735,0.106606,0.002651,Sure Things,1,0
C000997,-0.000405,-0.000405,0.225165,0.002309,Sleeping Dogs,1,0
C000998,-9e-06,-9e-06,0.192816,0.000549,Sleeping Dogs,1,0
C000999,0.002612,0.002612,-0.238422,0.003226,Sure Things,1,0
C001000,-0.001522,-0.001522,-0.089353,0.001972,Sleeping Dogs,1,0
C001001,-0.000389,-0.000389,0.4359,0.00433,Sleeping Dogs,1,0
C001002,0.000341,0.000341,0.119583,0.001454,Sure Things,0,0
C001003,-0.003719,-0.003719,-0.041823,0.001624,Sleeping Dogs,0,0
C001004,-0.001988,-0.001988,0.172363,0.000678,Sleeping Dogs,0,0
C001005,0.002634,0.002634,0.075837,0.005792,Sure Things,0,0
C001006,0.004175,0.004175,-0.026857,0.012595,Sure Things,0,0
C001007,-0.000193,-0.000193,0.233484,0.000608,Sleeping Dogs,1,0
C001008,-0.004476,-0.004476,-0.014691,0.002658,Sleeping Dogs,0,0
C001009,-0.000648,-0.000648,-0.060684,0.000298,Sleeping Dogs,1,0
C001010,7.2e-05,7.2e-05,-0.124272,0.000612,Sure Things,1,0
C001011,-0.001887,-0.001887,0.132206,0.000706,Sleeping Dogs,0,0
C001012,-0.002543,-0.002543,0.263176,0.000938,Sleeping Dogs,0,0
C001013,2.2e-05,2.2e-05,-0.107128,0.000589,Sure Things,1,0
C001014,0.000815,0.000815,-0.104038,0.008896,Sure Things,0,0
C001015,2.6e-05,2.6e-05,0.279699,0.000629,Sure Things,1,0
C001016,-0.000936,-0.000936,-0.014769,0.000778,Sleeping Dogs,0,0
C001017,0.000178,0.000178,0.301022,0.006319,Sure Things,1,0
C001018,0.000146,0.000146,-0.173336,0.000693,Sure Things,0,0
C001019,-0.009817,-0.009817,0.188965,0.00307,Sleeping Dogs,1,0
C001020,5.7e-05,5.7e-05,0.018163,0.000663,Sure Things,1,0
C001021,0.00022,0.00022,0.275106,0.998401,Lost Causes,0,1
C001022,0.004677,0.004677,-0.324114,0.007842,Sure Things,1,0
C001023,0.000536,0.000536,-0.058019,0.998601,Lost Causes,1,1
C001024,-0.329685,-0.329685,0.147869,0.131779,Sleeping Dogs,0,0
C001025,-0.000332,-0.000332,0.233862,0.00061,Sleeping Dogs,0,0
C001026,0.098469,0.098469,0.119152,0.926959,Persuadables,0,1
C001027,-0.000552,-0.000552,0.217855,0.000662,Sleeping Dogs,1,0
C001028,-0.000133,-0.000133,0.182838,0.000864,Sleeping Dogs,1,0
C001029,-0.000328,-0.000328,0.092889,0.000612,Sleeping Dogs,1,0
C001030,0.00104,0.00104,0.137496,0.001538,Sure Things,1,0
C001031,-0.003269,-0.003269,-0.095418,0.001536,Sleeping Dogs,1,0
C001032,-0.000195,-0.000195,-0.212792,0.000668,Sleeping Dogs,0,0
C001033,-0.017675,-0.017675,0.094447,0.026178,Sleeping Dogs,0,0
C001034,-0.000699,-0.000699,0.19598,0.000715,Sleeping Dogs,0,0
C001035,-0.003005,-0.003005,-0.191924,0.000656,Sleeping Dogs,0,0
C001036,-0.833296,-0.833296,0.177219,0.012672,Sleeping Dogs,1,1
C001037,0.034563,0.034563,0.338314,0.036493,Sure Things,1,0
C001038,0.009923,0.009923,0.334323,0.010829,Sure Things,1,0
C001039,0.000301,0.000301,-0.022179,0.99683,Lost Causes,0,1
C001040,-0.000164,-0.000164,0.310664,0.000727,Sleeping Dogs,0,0
C001041,8.9e-05,8.9e-05,0.288289,0.00082,Sure Things,1,0
C001042,0.000309,0.000309,0.012708,0.997849,Lost Causes,1,1
C001043,0.000149,0.000149,-0.106028,0.000683,Sure Things,0,0
C001044,-0.000277,-0.000277,0.122398,0.000614,Sleeping Dogs,0,0
C001045,-0.000474,-0.000474,-0.275271,0.000686,Sleeping Dogs,0,0
C001046,-4.2e-05,-4.2e-05,-0.002867,0.000578,Sleeping Dogs,0,0
C001047,-0.000353,-0.000353,0.057857,0.000322,Sleeping Dogs,0,0
C001048,0.000899,0.000899,-0.016638,0.001499,Sure Things,1,0
C001049,0.000281,0.000281,0.075866,0.001549,Sure Things,0,0
C001050,0.002717,0.002717,-0.242727,0.998343,Lost Causes,0,1
C001051,-0.07905,-0.07905,0.011647,0.002766,Sleeping Dogs,0,0
C001052,0.001171,0.001171,0.217678,0.001785,Sure Things,1,0
C001053,-0.000179,-0.000179,0.149735,0.003559,Sleeping Dogs,1,0
C001054,0.001227,0.001227,0.264516,0.00341,Sure Things,1,0
C001055,-0.000284,-0.000284,-0.001082,0.003507,Sleeping Dogs,0,0
C001056,-0.178108,-0.178108,-0.063833,0.003712,Sleeping Dogs,0,0
C001057,-0.000688,-0.000688,-0.022234,0.996674,Sleeping Dogs,1,1
C001058,0.001525,0.001525,0.068043,0.002386,Sure Things,0,0
C001059,0.00022,0.00022,0.275106,0.998401,Lost Causes,0,1
C001060,-0.000323,-0.000323,0.033267,0.000598,Sleeping Dogs,1,0
C001061,-0.891624,-0.891624,0.300136,0.010833,Sleeping Dogs,1,1
C001062,5.2e-05,5.2e-05,-0.091129,0.000667,Sure Things,0,0
C001063,0.000138,0.000138,0.156845,0.000685,Sure Things,0,0
C001064,-0.000171,-0.000171,0.148704,0.000707,Sleeping Dogs,1,0
C001065,-5.9e-05,-5.9e-05,0.30626,0.001009,Sleeping Dogs,1,0
C001066,-0.000339,-0.000339,0.346954,0.002003,Sleeping Dogs,1,0
C001067,-7.9e-05,-7.9e-05,0.008011,0.997487,Sleeping Dogs,1,1
C001068,-3e-06,-3e-06,-0.165452,0.000602,Sleeping Dogs,1,0
C001069,-0.000501,-0.000501,0.041822,0.000537,Sleeping Dogs,0,0
C001070,0.000124,0.000124,0.409961,0.000796,Sure Things,1,0
C001071,-0.000168,-0.000168,-0.229884,0.000586,Sleeping Dogs,0,0
C001072,-0.000338,-0.000338,-0.305153,0.000327,Sleeping Dogs,1,0
C001073,-0.000145,-0.000145,0.230839,0.000587,Sleeping Dogs,1,0
C001074,-0.866824,-0.866824,0.293886,0.024988,Sleeping Dogs,0,0
C001075,-0.000307,-0.000307,0.171904,0.000699,Sleeping Dogs,0,0
C001076,-0.000215,-0.000215,0.220847,0.000685,Sleeping Dogs,0,0
C001077,-4.9e-05,-4.9e-05,-0.245645,0.001006,Sleeping Dogs,0,0
C001078,0.002064,0.002064,-0.283204,0.002542,Sure Things,1,0
C001079,-5e-05,-5e-05,0.303135,0.000919,Sleeping Dogs,1,0
C001080,-0.029624,-0.029624,0.156021,0.951037,Sleeping Dogs,1,1
C001081,0.000246,0.000246,0.229349,0.000842,Sure Things,1,0
C001082,0.000162,0.000162,-0.229945,0.000635,Sure Things,0,0
C001083,-0.00014,-0.00014,-0.035298,0.000359,Sleeping Dogs,1,0
C001084,-0.00058,-0.00058,-0.161773,0.997699,Sleeping Dogs,1,1
C001085,0.00022,0.00022,0.275106,0.998401,Lost Causes,0,1
C001086,-0.080847,-0.080847,0.276972,0.077902,Sleeping Dogs,1,0
C001087,-0.000349,-0.000349,-0.136511,0.000474,Sleeping Dogs,1,0
C001088,-3.7e-05,-3.7e-05,-0.254649,0.000756,Sleeping Dogs,1,0
C001089,-0.000782,-0.000782,-0.07067,0.997332,Sleeping Dogs,1,1
C001090,0.002305,0.002305,-0.307688,0.003324,Sure Things,1,0
C001091,-0.000307,-0.000307,0.083882,0.000668,Sleeping Dogs,1,0
C001092,-0.000506,-0.000506,0.097738,0.000776,Sleeping Dogs,0,0
C001093,-0.00166,-0.00166,0.036773,0.994363,Sleeping Dogs,1,1
C001094,-0.001128,-0.001128,0.206052,0.000854,Sleeping Dogs,1,0
C001095,-0.000207,-0.000207,-0.267521,0.000639,Sleeping Dogs,0,0
C001096,0.003053,0.003053,0.068093,0.003813,Sure Things,1,0
C001097,-0.000588,-0.000588,-0.166483,0.997482,Sleeping Dogs,1,1
C001098,-3.9e-05,-3.9e-05,-0.048421,0.000602,Sleeping Dogs,1,0
C001099,8.6e-05,8.6e-05,-0.044496,0.000685,Sure Things,0,0
C001100,0.00051,0.00051,0.174463,0.001277,Sure Things,1,0
C001101,0.021402,0.021402,0.157383,0.029799,Sure Things,1,0
C001102,-0.004641,-0.004641,0.250678,0.001412,Sleeping Dogs,1,0
C001103,-0.002906,-0.002906,-0.152484,0.000533,Sleeping Dogs,1,0
C001104,0.00508,0.00508,-0.076848,0.009853,Sure Things,1,0
C001105,-0.026159,-0.026159,0.218595,0.020061,Sleeping Dogs,1,0
C001106,-0.003523,-0.003523,-0.034585,0.001597,Sleeping Dogs,0,0
C001107,0.000356,0.000356,0.256707,0.997972,Lost Causes,1,1
C001108,0.001385,0.001385,-0.284526,0.003401,Sure Things,0,0
C001109,0.000366,0.000366,-0.395736,0.000949,Sure Things,0,0
C001110,-0.000493,-0.000493,-0.000836,0.997451,Sleeping Dogs,1,1
C001111,0.000122,0.000122,0.159339,0.001651,Sure Things,1,0
C001112,-0.002223,-0.002223,0.07533,0.002863,Sleeping Dogs,0,0
C001113,0.006215,0.006215,0.120143,0.008107,Sure Things,1,0
C001114,1.4e-05,1.4e-05,0.178757,0.000581,Sure Things,1,0
C001115,-1.4e-05,-1.4e-05,0.234226,0.000727,Sleeping Dogs,0,0
C001116,-0.001277,-0.001277,0.312092,0.000919,Sleeping Dogs,1,0
C001117,0.00075,0.00075,0.222609,0.99865,Lost Causes,0,1
C001118,0.00017,0.00017,0.02984,0.000706,Sure Things,1,0
C001119,-0.000458,-0.000458,0.312875,0.997976,Sleeping Dogs,0,1
C001120,-7.2e-05,-7.2e-05,0.243797,0.00051,Sleeping Dogs,0,0
C001121,0.000407,0.000407,-0.09671,0.00236,Sure Things,1,0
C001122,0.000213,0.000213,0.328356,0.99865,Lost Causes,0,1
C001123,0.001248,0.001248,-0.360381,0.00229,Sure Things,0,0
C001124,-0.001327,-0.001327,0.382957,0.001271,Sleeping Dogs,1,0
C001125,-0.000332,-0.000332,-0.379064,0.000642,Sleeping Dogs,0,0
C001126,0.000504,0.000504,-0.052214,0.99818,Lost Causes,0,1
C001127,-7.4e-05,-7.4e-05,-0.157674,0.000681,Sleeping Dogs,1,0
C001128,0.000187,0.000187,0.095206,0.000764,Sure Things,1,0
C001129,-0.119427,-0.119427,0.147168,0.849362,Sleeping Dogs,1,1
C001130,-0.064678,-0.064678,0.080327,0.013926,Sleeping Dogs,0,0
C001131,-0.000315,-0.000315,0.084245,0.000397,Sleeping Dogs,0,0
C001132,-0.000257,-0.000257,-0.259314,0.000639,Sleeping Dogs,1,0
C001133,-0.003775,-0.003775,-0.043115,0.001095,Sleeping Dogs,1,0
C001134,-0.000276,-0.000276,0.087622,0.000594,Sleeping Dogs,1,0
C001135,0.001393,0.001393,-0.251146,0.003242,Sure Things,0,0
C001136,-0.000387,-0.000387,-0.251081,0.000378,Sleeping Dogs,0,0
C001137,-0.005336,-0.005336,0.097539,0.00187,Sleeping Dogs,0,0
C001138,0.001664,0.001664,-0.330874,0.003618,Sure Things,0,0
C001139,-0.001171,-0.001171,0.277152,0.000692,Sleeping Dogs,1,0
C001140,-0.000192,-0.000192,0.099988,0.000625,Sleeping Dogs,1,0
C001141,-0.000167,-0.000167,0.153484,0.000412,Sleeping Dogs,1,0
C001142,-0.167967,-0.167967,-0.052599,0.00604,Sleeping Dogs,0,0
C001143,-0.776531,-0.776531,0.240292,0.007196,Sleeping Dogs,1,1
C001144,0.000322,0.000322,0.389689,0.998343,Lost Causes,0,1
C001145,-0.060816,-0.060816,-0.105174,0.007321,Sleeping Dogs,0,0
C001146,-0.017694,-0.017694,0.087779,0.005141,Sleeping Dogs,0,0
C001147,-0.000638,-0.000638,-0.197804,0.000405,Sleeping Dogs,0,0
C001148,-0.007636,-0.007636,-0.119744,0.001123,Sleeping Dogs,0,0
C001149,0.000115,0.000115,-0.099202,0.000716,Sure Things,0,0
C001150,0.000183,0.000183,-0.104427,0.001508,Sure Things,0,0
C001151,0.003814,0.003814,-0.090603,0.004543,Sure Things,1,0
C001152,1e-05,1e-05,-0.129989,0.000614,Sure Things,0,0
C001153,0.001431,0.001431,-0.266225,0.002044,Sure Things,0,0
C001154,-0.014816,-0.014816,-0.024751,0.975621,Sleeping Dogs,1,1
C001155,-1e-05,-1e-05,0.149457,0.000639,Sleeping Dogs,0,0
C001156,-0.000202,-0.000202,0.299129,0.000639,Sleeping Dogs,0,0
C001157,0.000274,0.000274,-0.311499,0.000897,Sure Things,1,0
C001158,0.000322,0.000322,0.389689,0.998343,Lost Causes,0,1
C001159,-0.002017,-0.002017,-0.221492,0.00046,Sleeping Dogs,0,0
C001160,-0.000113,-0.000113,0.13316,0.000727,Sleeping Dogs,1,0
C001161,0.000207,0.000207,0.104683,0.998343,Lost Causes,0,1
C001162,-0.000102,-0.000102,-0.17353,0.000379,Sleeping Dogs,0,0
C001163,0.001121,0.001121,-0.06323,0.001803,Sure Things,0,0
C001164,0.000497,0.000497,0.199698,0.001271,Sure Things,1,0
C001165,0.00025,0.00025,-0.018122,0.00146,Sure Things,0,0
C001166,-0.026464,-0.026464,-0.099014,0.001962,Sleeping Dogs,0,0
C001167,0.000242,0.000242,0.193211,0.000788,Sure Things,1,0
C001168,-0.000488,-0.000488,-0.125566,0.000298,Sleeping Dogs,0,0
C001169,0.001906,0.001906,-0.150079,0.998138,Lost Causes,1,1
C001170,-0.000766,-0.000766,0.136841,0.000663,Sleeping Dogs,1,0
C001171,0.00022,0.00022,0.275106,0.998401,Lost Causes,0,1
C001172,0.001739,0.001739,0.079346,0.002534,Sure Things,0,0
C001173,-0.000385,-0.000385,-0.086869,0.000752,Sleeping Dogs,1,0
C001174,0.000879,0.000879,0.06413,0.002684,Sure Things,0,0
C001175,-0.000396,-0.000396,0.046685,0.000437,Sleeping Dogs,1,0
C001176,-0.000847,-0.000847,0.427363,0.00064,Sleeping Dogs,1,0
C001177,-0.000422,-0.000422,0.191358,0.000657,Sleeping Dogs,1,0
C001178,-0.661577,-0.661577,-0.084615,0.050277,Sleeping Dogs,1,1
C001179,0.000507,0.000507,-0.049319,0.001122,Sure Things,1,0
C001180,-0.002148,-0.002148,0.10851,0.000614,Sleeping Dogs,1,0
C001181,-0.000164,-0.000164,-0.181971,0.00069,Sleeping Dogs,1,0
C001182,-8e-05,-8e-05,-0.239854,0.000614,Sleeping Dogs,1,0
C001183,0.000271,0.000271,-0.294531,0.000823,Sure Things,0,0
C001184,3.3e-05,3.3e-05,0.034826,0.00067,Sure Things,1,0
C001185,-0.011443,-0.011443,0.231161,0.006455,Sleeping Dogs,1,0
C001186,-0.000343,-0.000343,0.214882,0.000744,Sleeping Dogs,0,0
C001187,-0.005976,-0.005976,-0.125196,0.001197,Sleeping Dogs,0,0
C001188,-0.006182,-0.006182,-0.13027,0.009419,Sleeping Dogs,0,0
C001189,0.000543,0.000543,0.196592,0.002769,Sure Things,1,0
C001190,-0.000744,-0.000744,-0.042091,0.000412,Sleeping Dogs,0,0
C001191,-0.003663,-0.003663,2.4e-05,0.000948,Sleeping Dogs,1,0
C001192,-0.011896,-0.011896,-0.10495,0.985377,Sleeping Dogs,1,1
C001193,0.000152,0.000152,-0.029046,0.007144,Sure Things,0,0
C001194,1.6e-05,1.6e-05,-0.188378,0.000654,Sure Things,0,0
C001195,-0.000212,-0.000212,0.283631,0.001256,Sleeping Dogs,1,0
C001196,2.1e-05,2.1e-05,0.071458,0.000559,Sure Things,1,0
C001197,-0.042189,-0.042189,0.165489,0.008075,Sleeping Dogs,1,0
C001198,0.009854,0.009854,-0.096582,0.014684,Sure Things,0,0
C001199,-0.062045,-0.062045,0.067098,0.004434,Sleeping Dogs,0,0
C001200,0.000107,0.000107,0.022238,0.000653,Sure Things,0,0
C001201,-0.000236,-0.000236,-0.352222,0.000694,Sleeping Dogs,1,0
C001202,-0.046033,-0.046033,0.153653,0.075707,Sleeping Dogs,1,0
C001203,-0.00038,-0.00038,0.09295,0.000515,Sleeping Dogs,1,0
C001204,-0.000168,-0.000168,-0.150715,0.000727,Sleeping Dogs,1,0
C001205,-0.028911,-0.028911,0.192626,0.001754,Sleeping Dogs,0,0
C001206,9.1e-05,9.1e-05,-0.212699,0.001055,Sure Things,0,0
C001207,-0.000586,-0.000586,-0.124337,0.000419,Sleeping Dogs,0,0
C001208,0.00121,0.00121,-0.175526,0.00178,Sure Things,0,0
C001209,-0.000519,-0.000519,0.050192,0.000612,Sleeping Dogs,0,0
C001210,0.00022,0.00022,0.275106,0.998401,Lost Causes,1,1
C001211,-0.000532,-0.000532,0.274272,0.000537,Sleeping Dogs,1,0
C001212,-0.000234,-0.000234,0.001133,0.000274,Sleeping Dogs,0,0
C001213,0.003285,0.003285,0.41887,0.004222,Sure Things,1,0
C001214,0.000327,0.000327,-0.14363,0.000964,Sure Things,1,0
C001215,0.000518,0.000518,-0.066655,0.00111,Sure Things,1,0
C001216,-0.000297,-0.000297,0.370451,0.000776,Sleeping Dogs,1,0
C001217,0.000853,0.000853,-0.091496,0.001344,Sure Things,0,0
C001218,-0.003553,-0.003553,0.207423,0.994723,Sleeping Dogs,0,1
C001219,-0.000113,-0.000113,0.282148,0.000727,Sleeping Dogs,0,0
C001220,-0.000164,-0.000164,0.37018,0.000727,Sleeping Dogs,0,0
C001221,0.001143,0.001143,-0.031835,0.001757,Sure Things,1,0
C001222,0.000198,0.000198,0.080693,0.001219,Sure Things,1,0
C001223,-0.007451,-0.007451,0.168585,0.003186,Sleeping Dogs,1,0
C001224,7.2e-05,7.2e-05,0.071803,0.000708,Sure Things,0,0
C001225,6.3e-05,6.3e-05,0.237902,0.998343,Lost Causes,0,1
C001226,-0.001236,-0.001236,-0.083947,0.000657,Sleeping Dogs,0,0
C001227,0.000298,0.000298,0.300839,0.998601,Lost Causes,0,1
C001228,-0.034689,-0.034689,-0.069711,0.715471,Sleeping Dogs,1,1
C001229,-2.3e-05,-2.3e-05,-0.399587,0.000581,Sleeping Dogs,0,0
C001230,-0.00817,-0.00817,0.070121,0.00614,Sleeping Dogs,0,0
C001231,-0.002374,-0.002374,0.083352,0.002607,Sleeping Dogs,1,0
C001232,-6.5e-05,-6.5e-05,-0.030969,0.000572,Sleeping Dogs,0,0
C001233,0.001667,0.001667,0.082305,0.002365,Sure Things,1,0
C001234,0.00145,0.00145,0.026874,0.002929,Sure Things,1,0
C001235,-3.4e-05,-3.4e-05,0.139781,0.000614,Sleeping Dogs,0,0
C001236,-0.000104,-0.000104,0.136363,0.00052,Sleeping Dogs,0,0
C001237,0.005895,0.005895,0.296821,0.013138,Sure Things,1,0
C001238,-0.002467,-0.002467,0.048876,0.002868,Sleeping Dogs,1,0
C001239,0.000545,0.000545,-0.218581,0.001303,Sure Things,0,0
C001240,-9.7e-05,-9.7e-05,0.027923,0.997094,Sleeping Dogs,1,1
C001241,-0.000558,-0.000558,0.433532,0.000639,Sleeping Dogs,1,0
C001242,-0.000461,-0.000461,0.436332,0.000613,Sleeping Dogs,1,0
